design_id,K,n,t_up,t_down,alpha,delay_kd,dynamic_range,t10_90,t50,overshoot
D0128,0.2656987910469748,1.5004900289405576,13.073394469724432,1.0926621969468004,0.04455879451824962,1.0748402808827255,0.8171150149298725,45.19191846883101,23.366678865549463,0.793855343881094
D0129,0.1719747266101279,1.2665158437466895,6.469381700096559,0.599756164283237,0.04064018365459972,2.6528980536302122,0.8465469497356857,44.915173809417034,21.481207531918525,0.8263419186926502
D0130,0.5428976779424248,1.9822798509670456,8.618427353572002,0.6339831740637805,0.0377459282812166,3.264654380423906,0.6895181555901031,46.508257508713946,29.19200302730991,0.6634547623232578
D0131,0.14216932821967823,1.1038587755771663,9.167854128666274,0.8450221539313107,0.034526277846148624,2.874329070210341,0.8074310027669064,48.02593779954336,24.245015605884515,0.7814536358482344
D0132,0.10960266250436411,1.7452160512409651,9.910859849570873,0.8158923513277856,0.04129022588435996,4.278119513467726,0.9212508680139708,44.38355234760322,22.656094854734476,0.9000970874324637
D0133,0.5773035082805533,1.3728401655418865,12.596126266496908,0.40284891059560335,0.05192069915224998,3.2997839643635234,0.6333016912653964,45.00025552903114,27.50797058746534,0.6141635014524799
D0134,0.632018554889695,1.727770321167175,11.664826446667805,0.4988322101196411,0.04723648537040369,3.9123949863436076,0.6289737342041675,45.56107631948477,30.44873486244309,0.606274880005867
D0135,0.5581633548914032,2.5395191147165654,7.817056542718554,0.16662911942596026,0.04776437396157781,3.189731758227268,0.7670086533982573,42.784080992148574,26.760846819164055,0.7465389992924758
D0136,0.10483357425834959,2.726662974205046,7.30398604895252,0.8072731892090534,0.04196610482016935,4.139762569335971,0.9457764973935116,43.525002461459934,21.041199383152108,0.926318305546298
D0137,0.4950613197569742,3.247665374767138,12.068127574305125,0.16696501506881503,0.045419696954593455,4.922981420616665,0.8282742233310971,43.538026565962,32.46735449402521,0.7981229954067385
D0138,0.048948795002434084,2.903881616866662,6.304160439861382,0.7118223214366538,0.03397180286321746,3.510655452076356,0.9114860233271391,47.75340166686667,22.00160417404966,0.8858653291575033
D0139,0.5750986743416928,2.870453345114326,10.416555278522976,1.033487152446948,0.044419028966926045,1.6805182710595759,0.7546320598589723,44.27535201126139,29.40149274576415,0.7262049696556625
D0140,0.3690707163952993,3.067327558639584,6.641159072856908,0.5701656025600919,0.049808544448558256,0.9917100857279059,0.9184812765490362,40.30777726679754,19.98838853999771,0.901602992666546
D0141,0.06781294742614719,1.7573254922447772,11.740929130026279,0.27931265368907265,0.044047829654985195,3.611782977789598,0.9444230362689409,42.91517175680986,20.495826302816866,0.925977730921122
